Complex,E2_gene_name,E3_gene_name,E2_uniprot,E3_uniprot,UB_I44_E2_distance(angstrom),Ub_Cterm_Cys_distance(angstrom),dG_AB,dG_AC,dG_BC,dSASA_AB,dSASA_AC,dSASA_BC,dSASA_hphobic_AB,dSASA_hphobic_AC,dSASA_hphobic_BC,dSASA_polar_AB,dSASA_polar_AC,dSASA_polar_BC,ipSAE_AB,ipSAE_AC,ipSAE_BC,linchpin,maxPAE_AB,maxPAE_AC,maxPAE_BC,meanPAE_AB,meanPAE_AC,meanPAE_BC,minPAE_AB,minPAE_AC,minPAE_BC,n_hbonds_AB,n_hbonds_AC,n_hbonds_BC,n_res_AB,n_res_AC,n_res_BC,pDockQ2_AB,pDockQ2_AC,pDockQ2_BC,pDockQ_AB,pDockQ_AC,pDockQ_BC,unsat_hbonds_AB,unsat_hbonds_AC,unsat_hbonds_BC,set_id,predicted_probability,predicted_label
UB-UBE2Z-NEURL1B,UBE2Z,NEURL1B,Q9H832,A8MQ27,6.986678123474121,5.398736953735352,-38.873,-69.059,-63.083,1675.95,2920.243,2478.959,960.815,1659.492,1449.046,715.135,1260.751,1029.913,0.835808,0.639306,0.757224,True,13.04,4.21,4.27,2.5,1.89,1.85,0.96,1.17,1.12,7.0,11.0,12.0,65.0,120.0,105.0,0.864,0.8137,0.844,0.5963,0.1019,0.2897,6.0,18.0,15.0,E3_without_E2_set,0.0059572496,nonpair
UB-UBE2Z-RNF212B,UBE2Z,RNF212B,Q9H832,A8MTL3,6.819929599761963,5.987343788146973,-29.031,-77.46,-61.839,1586.292,3337.697,2545.197,958.335,1869.576,1342.058,627.957,1468.121,1203.139,0.762916,0.0,0.012273,False,24.56,15.96,27.12,4.51,13.19,16.75,1.47,11.38,9.32,6.0,16.0,12.0,74.0,138.0,102.0,0.5153,0.0214,0.0153,0.445,0.0266,0.0617,6.0,24.0,19.0,E3_without_E2_set,0.0028447246,nonpair
UB-UBE2Z-TRIM49D1,UBE2Z,TRIM49D1,Q9H832,C9J1S8,6.980916500091553,5.860676765441895,-25.782,-64.243,-46.099,1494.768,3074.742,2436.578,799.255,1754.892,1303.145,695.513,1319.85,1133.432,0.745981,0.392541,0.710668,False,24.77,3.23,14.8,4.93,2.55,2.77,1.25,2.02,1.27,5.0,8.0,7.0,61.0,119.0,98.0,0.5389,0.4779,0.6409,0.5131,0.0428,0.1281,2.0,17.0,15.0,E3_without_E2_set,0.057685144,nonpair
UB-UBE2Z-RNF223,UBE2Z,RNF223,Q9H832,E7ERA6,7.007946491241455,5.445063591003418,-38.379,-65.416,-63.289,1781.719,3053.946,2524.023,949.28,1696.193,1350.766,832.439,1357.753,1173.257,0.84621,0.68507,0.797148,True,12.7,23.47,4.34,2.41,3.41,1.71,0.93,1.1,1.11,8.0,11.0,11.0,62.0,117.0,107.0,0.8796,0.7109,0.8696,0.613,0.1223,0.2751,5.0,16.0,16.0,E3_without_E2_set,0.009422309,nonpair
UB-UBE2Z-RFPL4AL1,UBE2Z,RFPL4AL1,Q9H832,F8VTS6,6.746154308319092,6.236458778381348,332.123,277.805,-54.062,1999.655,4168.066,2180.922,1152.554,2358.318,1205.764,847.101,1809.749,975.159,0.71168,0.0,0.0,False,25.72,,26.5,4.83,,23.29,1.62,,19.47,4.0,14.0,10.0,73.0,144.0,89.0,0.4744,0.0105,0.0103,0.4464,0.0183,0.1959,18.0,35.0,17.0,E3_without_E2_set,0.0064546987,nonpair
UB-UBE2Z-TRIM77,UBE2Z,TRIM77,Q9H832,I1YAP6,7.085454940795898,5.405191421508789,-42.05,-68.56,-63.752,1510.767,2740.423,2568.834,780.956,1602.441,1484.146,729.811,1137.981,1084.688,0.843062,0.661635,0.775131,True,14.25,5.62,3.76,2.72,2.34,1.76,1.02,1.08,1.12,10.0,12.0,12.0,65.0,119.0,107.0,0.8353,0.6761,0.8104,0.5924,0.1641,0.223,10.0,18.0,17.0,E3_without_E2_set,0.0013929569,nonpair
UB-UBE2Z-RNF225,UBE2Z,RNF225,Q9H832,M0QZC1,7.049216270446777,5.080036640167236,-53.493,-83.377,-70.51,1655.701,2935.895,2385.573,907.334,1670.041,1368.703,748.367,1265.854,1016.87,0.841142,0.694204,0.785027,True,13.66,5.63,3.68,2.75,2.12,1.75,1.04,1.09,1.08,11.0,16.0,13.0,69.0,123.0,99.0,0.8438,0.8368,0.866,0.5891,0.1343,0.3084,4.0,18.0,16.0,E3_without_E2_set,0.017190408,nonpair
UB-UBE2Z-RFPL1,UBE2Z,RFPL1,Q9H832,O75677,6.972543239593506,5.751570224761963,-26.284,-66.749,-56.118,1289.06,3043.002,2461.591,547.293,1513.95,1320.704,741.767,1529.053,1140.887,0.751122,0.415667,0.693933,False,23.62,9.77,4.43,4.63,3.88,2.17,1.27,2.12,1.3,7.0,13.0,10.0,62.0,120.0,101.0,0.5551,0.504,0.7475,0.4931,0.063,0.2285,1.0,19.0,20.0,E3_without_E2_set,0.13116886,nonpair
UB-UBE2Z-TRIM49,UBE2Z,TRIM49,Q9H832,P0CI25,7.157924175262451,5.153989315032959,-33.014,-64.796,-64.003,1659.934,2746.206,2675.13,902.0,1556.286,1478.936,757.934,1189.92,1196.194,0.829678,0.6168,0.719495,False,16.84,6.83,7.94,3.04,2.63,2.33,1.14,1.17,1.28,7.0,12.0,11.0,72.0,117.0,110.0,0.8043,0.7326,0.6965,0.5819,0.1959,0.1775,4.0,13.0,11.0,E3_without_E2_set,0.0063186204,nonpair
UB-UBE2Z-TRIM49C,UBE2Z,TRIM49C,Q9H832,P0CI26,7.026367664337158,5.710738182067871,-25.489,-61.231,-48.898,1774.527,3056.525,2650.712,1029.55,1658.455,1457.16,744.977,1398.071,1193.552,0.734096,0.013205,0.014705,False,19.12,19.06,26.3,4.44,14.4,13.32,1.58,9.92,8.94,6.0,15.0,9.0,70.0,122.0,104.0,0.5021,0.021,0.0225,0.461,0.0455,0.0607,9.0,15.0,20.0,E3_without_E2_set,0.0051880316,nonpair
UB-UBE2Z-NFX1,UBE2Z,NFX1,Q9H832,Q12986,7.173909187316895,4.875231742858887,-37.776,-77.061,-61.612,1973.924,3115.374,2757.391,1075.316,1743.755,1557.36,898.608,1371.618,1200.031,0.823107,0.660553,0.783623,False,12.28,11.41,13.02,2.83,2.85,2.21,1.07,1.35,1.12,8.0,16.0,10.0,90.0,124.0,118.0,0.821,0.6576,0.8329,0.5796,0.2051,0.3482,13.0,21.0,19.0,E3_without_E2_set,0.010492636,nonpair
UB-UBE2Z-MKRN4P,UBE2Z,MKRN4P,Q9H832,Q13434,6.915678024291992,5.220143795013428,-52.729,-80.55,-60.75,1948.708,3279.844,2465.874,1129.643,1899.147,1398.603,819.066,1380.697,1067.271,0.832532,0.657737,0.781003,True,12.51,3.85,4.86,2.64,2.03,1.79,1.05,1.06,1.1,11.0,15.0,10.0,76.0,128.0,106.0,0.8653,0.8649,0.8734,0.6087,0.1668,0.3041,9.0,21.0,20.0,E3_without_E2_set,0.016734932,nonpair
UB-UBE2Z-RAPSN,UBE2Z,RAPSN,Q9H832,Q13702,6.972256660461426,5.436331748962402,-12.148,-53.422,-41.158,984.751,2919.144,2030.811,428.457,1584.797,1205.785,556.294,1334.348,825.027,0.405651,0.013144,0.238037,False,23.61,12.34,11.91,7.74,10.12,6.37,3.87,9.23,3.55,4.0,12.0,8.0,48.0,110.0,90.0,0.1825,0.0446,0.1702,0.4049,0.023,0.1326,5.0,19.0,14.0,E3_without_E2_set,0.22091332,nonpair
UB-UBE2Z-LONRF2,UBE2Z,LONRF2,Q9H832,Q1L5Z9,7.036728858947754,4.84189510345459,-49.015,-82.467,-71.738,2067.495,3283.044,2543.652,1288.72,1912.285,1417.354,778.775,1370.759,1126.297,0.821745,0.632987,0.736683,False,17.69,4.44,8.46,2.86,2.14,2.49,1.11,1.21,1.16,11.0,17.0,12.0,71.0,125.0,103.0,0.8181,0.7512,0.6674,0.581,0.1523,0.2399,13.0,14.0,7.0,E3_without_E2_set,0.016701743,nonpair
UB-UBE2Z-TRIM60,UBE2Z,TRIM60,Q9H832,Q495X7,6.957511901855469,5.381510257720947,-45.7,-67.096,-63.084,1722.797,2826.627,2658.559,856.235,1577.126,1473.3,866.562,1249.501,1185.258,0.840173,0.667242,0.801529,True,12.41,5.21,4.38,2.61,2.44,1.66,0.98,1.09,1.06,11.0,12.0,11.0,71.0,120.0,114.0,0.8665,0.7958,0.8785,0.6081,0.2277,0.2431,8.0,20.0,22.0,E3_without_E2_set,0.022802519,nonpair
UB-UBE2Z-LONRF3,UBE2Z,LONRF3,Q9H832,Q496Y0,7.048328399658203,5.436682224273682,-48.128,-75.692,-66.662,2055.722,3100.81,2752.328,1161.978,1782.179,1570.073,893.744,1318.631,1182.255,0.827416,0.748854,0.749604,False,15.31,5.07,9.39,2.88,2.21,2.38,1.12,1.1,1.13,9.0,14.0,11.0,83.0,124.0,117.0,0.814,0.8121,0.7721,0.5791,0.2524,0.2594,11.0,21.0,19.0,E3_without_E2_set,0.0058403374,nonpair
UB-UBE2Z-TRIM61,UBE2Z,TRIM61,Q9H832,Q5EBN2,7.04840087890625,5.432983875274658,-42.654,-70.391,-70.296,1691.037,2765.092,2685.172,928.522,1548.809,1506.985,762.515,1216.283,1178.187,0.844118,0.663932,0.806926,False,14.38,5.88,3.55,2.74,2.54,1.58,1.04,1.06,1.04,5.0,10.0,9.0,72.0,118.0,114.0,0.8339,0.7473,0.8593,0.5924,0.2002,0.2701,12.0,20.0,24.0,E3_without_E2_set,0.0064156344,nonpair
UB-UBE2Z-DCST1,UBE2Z,DCST1,Q9H832,Q5T197,6.76991605758667,6.097743988037109,0.062,-53.493,-57.219,1302.689,3348.527,2314.896,707.429,1804.314,1187.731,595.261,1544.213,1127.165,0.740367,0.0,0.0,False,24.66,20.39,23.03,4.58,17.46,16.85,1.5,14.34,12.73,4.0,13.0,11.0,54.0,126.0,90.0,0.5353,0.0145,0.0145,0.4594,0.0205,0.1068,15.0,35.0,24.0,E3_without_E2_set,0.009442117,nonpair
UB-UBE2Z-RNF187,UBE2Z,RNF187,Q9H832,Q5TA31,7.092665672302246,5.080706596374512,-32.879,-67.921,-63.529,1582.853,2782.13,2539.065,837.433,1613.458,1517.066,745.42,1168.672,1022.0,0.841987,0.560228,0.701018,False,15.95,16.64,6.28,2.93,3.12,2.07,1.08,1.3,1.28,6.0,13.0,9.0,63.0,112.0,108.0,0.8154,0.6081,0.7487,0.5856,0.1984,0.2135,3.0,15.0,16.0,E3_without_E2_set,0.0034591258,nonpair
UB-UBE2Z-TRIM40,UBE2Z,TRIM40,Q9H832,Q6P9F5,6.96747350692749,5.39089298248291,-43.444,-73.628,-66.991,1758.342,2896.705,2528.964,895.536,1603.882,1477.573,862.806,1292.823,1051.391,0.854718,0.715452,0.81894,True,13.74,3.72,3.85,2.37,1.86,1.6,0.96,1.01,1.0,10.0,15.0,13.0,67.0,122.0,106.0,0.881,0.8611,0.8887,0.6064,0.1887,0.2948,9.0,19.0,20.0,E3_without_E2_set,0.019477988,nonpair
UB-UBE2Z-WDR59,UBE2Z,WDR59,Q9H832,Q6PJI9,7.0334672927856445,5.354075908660889,-34.962,-67.403,-58.213,1790.422,2891.691,2854.948,937.136,1708.344,1534.767,853.286,1183.348,1320.181,0.819585,0.522701,0.73173,False,13.73,15.56,4.85,2.9,4.48,1.86,1.16,1.63,1.22,8.0,13.0,9.0,71.0,118.0,112.0,0.8079,0.4214,0.8031,0.5784,0.1252,0.2456,6.0,21.0,20.0,E3_without_E2_set,0.012046014,nonpair
UB-UBE2Z-PDZRN4,UBE2Z,PDZRN4,Q9H832,Q6ZMN7,7.020794868469238,5.687228679656982,-18.049,-48.701,-48.919,1650.456,2997.978,2506.846,830.91,1584.087,1287.836,819.546,1413.891,1219.01,0.727249,0.141822,0.166256,False,18.56,12.35,11.2,4.44,8.38,7.46,1.5,5.96,5.41,3.0,10.0,9.0,63.0,116.0,105.0,0.569,0.1054,0.1086,0.5045,0.0661,0.0835,7.0,14.0,14.0,E3_without_E2_set,0.013974175,nonpair
UB-UBE2Z-MEX3B,UBE2Z,MEX3B,Q9H832,Q6ZN04,7.072804927825928,5.392224788665772,-29.586,-54.123,-55.978,1583.853,2919.035,2455.029,941.7,1655.227,1345.24,642.154,1263.808,1109.789,0.813041,0.518677,0.560725,False,15.05,4.51,5.68,3.02,2.57,3.16,1.18,1.39,1.83,4.0,8.0,6.0,59.0,115.0,103.0,0.782,0.7058,0.5579,0.5716,0.1206,0.167,10.0,25.0,26.0,E3_without_E2_set,0.0070108227,nonpair
UB-UBE2Z-NFXL1,UBE2Z,NFXL1,Q9H832,Q6ZNB6,6.983442306518555,5.2697858810424805,-56.776,-70.402,-70.352,2203.235,2968.171,2895.911,1026.144,1687.764,1491.778,1177.092,1280.407,1404.133,0.786768,0.602691,0.751832,True,13.3,14.19,4.29,3.05,4.1,1.87,1.14,1.31,1.2,12.0,12.0,14.0,83.0,122.0,122.0,0.8027,0.5984,0.8413,0.5797,0.1734,0.2783,5.0,12.0,15.0,E3_without_E2_set,0.105730124,nonpair
UB-UBE2Z-RFPL4B,UBE2Z,RFPL4B,Q9H832,Q6ZWI9,6.990036010742188,5.423912525177002,-42.957,-64.872,-69.629,2183.508,3113.852,2759.965,1246.074,1780.141,1501.743,937.433,1333.711,1258.222,0.834931,0.66648,0.782993,True,12.3,19.84,6.05,2.52,4.18,1.79,0.96,1.1,1.05,11.0,12.0,13.0,74.0,123.0,113.0,0.862,0.5858,0.8198,0.6092,0.1634,0.2823,6.0,17.0,15.0,E3_without_E2_set,0.020646788,nonpair
UB-UBE2Z-TRIM74,UBE2Z,TRIM74,Q9H832,Q86UV6,7.1178083419799805,5.3150553703308105,-42.805,-66.787,-61.628,1879.96,2835.602,2668.798,1127.693,1728.752,1659.471,752.267,1106.849,1009.327,0.8437,0.664046,0.801483,False,19.97,5.9,4.56,2.95,2.23,1.78,1.08,1.13,1.09,6.0,10.0,8.0,67.0,117.0,105.0,0.8193,0.8096,0.7846,0.5899,0.1719,0.2052,4.0,14.0,12.0,E3_without_E2_set,0.0020884264,nonpair
UB-UBE2Z-TRIM73,UBE2Z,TRIM73,Q9H832,Q86UV7,7.106419086456299,5.152951240539551,-46.39,-73.434,-64.723,1862.55,2887.584,2692.776,1086.826,1740.607,1532.117,775.724,1146.977,1160.658,0.837976,0.645086,0.797233,False,15.4,7.29,4.4,2.87,2.43,1.82,1.11,1.15,1.1,7.0,13.0,10.0,69.0,120.0,108.0,0.8152,0.7769,0.7897,0.5872,0.1646,0.2413,6.0,16.0,14.0,E3_without_E2_set,0.0016626408,nonpair
UB-UBE2Z-MEX3D,UBE2Z,MEX3D,Q9H832,Q86XN8,7.029505729675293,5.852360725402832,-31.576,-69.657,-67.986,1388.004,2862.11,2690.774,810.46,1619.352,1404.716,577.545,1242.758,1286.058,0.787766,0.474571,0.70511,False,24.17,6.25,4.54,4.28,2.61,2.0,1.17,1.71,1.32,6.0,12.0,14.0,55.0,114.0,100.0,0.6163,0.7159,0.8211,0.5235,0.0793,0.3247,7.0,20.0,25.0,E3_without_E2_set,0.054052755,nonpair
UB-UBE2Z-MARCHF9,UBE2Z,MARCHF9,Q9H832,Q86YJ5,7.037529945373535,5.3182053565979,-50.826,-71.185,-77.19,2239.305,3035.645,2968.283,1289.891,1806.869,1706.03,949.414,1228.776,1262.254,0.81157,0.627116,0.76836,False,16.25,3.39,4.45,2.9,1.91,1.86,1.17,1.09,1.19,7.0,9.0,14.0,75.0,122.0,116.0,0.8156,0.812,0.8591,0.6017,0.356,0.2475,13.0,26.0,20.0,E3_without_E2_set,0.014108538,nonpair
UB-UBE2Z-TRIM42,UBE2Z,TRIM42,Q9H832,Q8IWZ5,6.827537536621094,6.075710773468018,-19.491,-53.337,-41.652,1070.685,2947.325,2196.339,750.727,1872.447,1230.449,319.958,1074.878,965.89,0.656706,0.229122,0.552384,False,24.95,4.79,5.19,5.32,4.15,3.2,1.67,3.73,2.14,2.0,5.0,5.0,47.0,114.0,85.0,0.4879,0.3896,0.6173,0.4834,0.0217,0.2242,3.0,21.0,19.0,E3_without_E2_set,0.17330341,nonpair
UB-UBE2Z-VPS8,UBE2Z,VPS8,Q9H832,Q8N3P4,6.959624767303467,6.1258320808410645,2096.243,1262.587,891.255,1455.246,2865.931,2412.587,922.204,1767.253,1422.613,533.043,1098.678,989.974,0.49996,0.0,0.0,False,23.22,19.06,19.09,7.16,16.73,14.87,3.51,14.84,11.13,1.0,1.0,0.0,57.0,115.0,91.0,0.2211,0.0143,0.0183,0.4196,0.0294,0.0987,27.0,46.0,24.0,E3_without_E2_set,0.021643199,nonpair
UB-UBE2Z-RNF175,UBE2Z,RNF175,Q9H832,Q8N4F7,7.061910629272461,5.273641586303711,-39.243,-66.498,-68.056,1461.249,2714.361,2574.713,881.876,1540.004,1489.969,579.373,1174.358,1084.744,0.84372,0.724397,0.777943,False,13.58,4.63,3.84,2.45,1.91,1.82,1.0,1.02,1.1,5.0,11.0,10.0,61.0,115.0,106.0,0.8741,0.8517,0.8472,0.6014,0.2104,0.2421,11.0,15.0,19.0,E3_without_E2_set,0.005997868,nonpair
UB-UBE2Z-TRIML1,UBE2Z,TRIML1,Q9H832,Q8N9V2,7.142015933990479,5.424810886383057,-37.56,-71.2,-62.659,1739.338,3142.36,2436.785,1103.985,1766.962,1346.549,635.353,1375.397,1090.235,0.774165,0.475033,0.71017,False,17.83,4.68,19.62,3.83,2.59,2.99,1.33,1.67,1.39,3.0,10.0,9.0,66.0,118.0,102.0,0.6645,0.628,0.588,0.5337,0.0753,0.2255,13.0,22.0,17.0,E3_without_E2_set,0.009007054,nonpair
UB-UBE2Z-WDSUB1,UBE2Z,WDSUB1,Q9H832,Q8N9V3,6.972206115722656,5.3364105224609375,-45.651,-73.734,-61.784,2019.419,3084.01,2646.62,1063.907,1671.009,1448.613,955.512,1413.001,1198.007,0.845783,0.689141,0.814331,False,12.88,3.54,4.37,2.49,1.98,1.68,0.97,1.21,1.0,8.0,12.0,8.0,76.0,122.0,108.0,0.8804,0.8515,0.8859,0.6104,0.1751,0.3096,6.0,16.0,17.0,E3_without_E2_set,0.025170626,nonpair
UB-UBE2Z-MARCHF10,UBE2Z,MARCHF10,Q9H832,Q8NA82,7.044576168060303,5.567071437835693,-47.306,-67.439,-65.914,2054.73,3029.375,2809.583,1288.356,1826.624,1726.73,766.374,1202.75,1082.853,0.854055,0.67123,0.794601,False,14.81,3.15,4.2,2.54,1.71,1.75,1.03,1.06,1.08,7.0,9.0,12.0,72.0,125.0,116.0,0.863,0.8772,0.8688,0.6216,0.3703,0.2388,4.0,11.0,11.0,E3_without_E2_set,0.007377476,nonpair
UB-UBE2Z-RNF214,UBE2Z,RNF214,Q9H832,Q8ND24,7.13084602355957,5.36722993850708,-29.719,-69.764,-58.78,1600.197,2823.365,2490.605,1119.284,1745.248,1483.846,480.914,1078.117,1006.759,0.845011,0.517435,0.643072,False,14.99,7.75,4.18,2.68,2.87,2.25,1.03,1.46,1.45,2.0,10.0,8.0,68.0,122.0,104.0,0.8357,0.6071,0.6567,0.588,0.0818,0.2043,11.0,20.0,20.0,E3_without_E2_set,0.0045859814,nonpair
UB-UBE2Z-SH3RF2,UBE2Z,SH3RF2,Q9H832,Q8TEC5,7.035081386566162,5.088913440704346,-51.884,-84.167,-72.264,1816.555,3008.327,2525.062,924.908,1558.849,1295.836,891.646,1449.478,1229.226,0.836804,0.68772,0.782945,True,16.09,4.2,4.14,2.62,1.89,1.7,1.02,1.1,1.06,10.0,14.0,14.0,65.0,117.0,105.0,0.8544,0.8411,0.8664,0.5939,0.1472,0.2728,10.0,25.0,18.0,E3_without_E2_set,0.0055200793,nonpair
UB-UBE2Z-SH3RF3,UBE2Z,SH3RF3,Q9H832,Q8TEJ3,7.008785247802734,5.381427764892578,-41.95,-71.3,-57.835,1957.737,3088.852,2532.136,883.053,1678.291,1380.405,1074.685,1410.561,1151.73,0.822481,0.670053,0.788104,True,14.09,5.75,4.38,2.77,2.19,1.69,1.02,1.16,1.03,11.0,15.0,12.0,67.0,122.0,106.0,0.838,0.7278,0.8788,0.5802,0.1385,0.2408,8.0,20.0,14.0,E3_without_E2_set,0.009974921,nonpair
UB-UBE2Z-RNF141,UBE2Z,RNF141,Q9H832,Q8WVD5,6.950845241546631,5.293285369873047,-56.411,-83.147,-69.387,1842.5,3097.217,2499.972,921.014,1748.041,1414.18,921.486,1349.176,1085.792,0.830676,0.681878,0.773697,True,13.52,4.7,3.67,2.66,2.02,1.77,1.01,1.11,1.08,13.0,16.0,13.0,68.0,120.0,105.0,0.841,0.8069,0.8544,0.5945,0.1368,0.2444,8.0,18.0,14.0,E3_without_E2_set,0.005497801,nonpair
UB-UBE2Z-RNF133,UBE2Z,RNF133,Q9H832,Q8WVZ7,7.171189308166504,4.828283786773682,-50.276,-76.276,-67.847,1626.672,2712.38,2428.356,951.344,1597.393,1399.527,675.327,1114.987,1028.829,0.843835,0.635738,0.784772,False,12.23,13.01,4.27,2.49,2.59,1.68,1.0,1.17,1.11,8.0,14.0,12.0,68.0,119.0,105.0,0.8645,0.7423,0.8697,0.5984,0.1269,0.2749,8.0,13.0,12.0,E3_without_E2_set,0.014363098,nonpair
UB-UBE2Z-ZNRF4,UBE2Z,ZNRF4,Q9H832,Q8WWF5,7.0618109703063965,4.969357967376709,-53.664,-82.881,-71.81,1706.261,2909.514,2580.818,952.357,1647.329,1518.433,753.905,1262.185,1062.385,0.847024,0.721086,0.801941,False,18.12,5.36,3.99,2.57,1.86,1.58,1.05,1.01,1.0,10.0,16.0,12.0,68.0,120.0,104.0,0.8535,0.8376,0.8599,0.5899,0.1792,0.2959,13.0,15.0,15.0,E3_without_E2_set,0.01863627,nonpair
UB-UBE2Z-NEURL3,UBE2Z,NEURL3,Q9H832,Q96EH8,7.077990531921387,5.41266393661499,-47.905,-69.016,-67.556,1981.809,3011.224,2651.013,1173.722,1720.7,1470.646,808.087,1290.524,1180.367,0.83627,0.637202,0.74045,True,14.08,18.22,3.99,2.66,3.19,2.0,1.02,1.18,1.27,10.0,13.0,13.0,65.0,116.0,106.0,0.8334,0.7244,0.7971,0.5849,0.1439,0.2695,5.0,14.0,15.0,E3_without_E2_set,0.0031986055,nonpair
UB-UBE2Z-RNFT2,UBE2Z,RNFT2,Q9H832,Q96EX2,6.984139919281006,5.372300624847412,-49.425,-73.415,-64.179,1755.917,2920.35,2598.269,900.401,1725.157,1435.358,855.516,1195.193,1162.911,0.835267,0.675009,0.806048,True,12.45,5.09,3.79,2.47,2.23,1.51,0.95,1.11,1.02,9.0,11.0,10.0,69.0,122.0,109.0,0.8731,0.8187,0.8996,0.6076,0.1795,0.303,4.0,17.0,17.0,E3_without_E2_set,0.028094606,nonpair
UB-UBE2Z-RNF145,UBE2Z,RNF145,Q9H832,Q96MT1,7.086660385131836,5.343265056610107,-43.305,-68.979,-64.211,1872.538,2980.964,2557.962,1086.733,1823.175,1486.415,785.805,1157.79,1071.547,0.841704,0.689876,0.817661,False,14.58,3.39,3.74,2.63,1.86,1.57,1.06,1.16,1.0,6.0,10.0,8.0,64.0,115.0,103.0,0.8528,0.8684,0.8844,0.5987,0.1919,0.2808,9.0,21.0,21.0,E3_without_E2_set,0.019543601,nonpair
UB-UBE2Z-BIRC8,UBE2Z,BIRC8,Q9H832,Q96P09,7.029102325439453,5.413524627685547,-32.124,-63.366,-57.043,1668.578,2893.274,2514.478,975.5,1677.788,1451.993,693.077,1215.486,1062.485,0.812186,0.626168,0.780279,False,14.43,7.39,4.26,3.06,2.61,1.84,1.14,1.23,1.12,5.0,12.0,9.0,64.0,115.0,106.0,0.796,0.7317,0.8461,0.5745,0.1261,0.2879,5.0,17.0,16.0,E3_without_E2_set,0.08006467,nonpair
UB-UBE2Z-RNF157,UBE2Z,RNF157,Q9H832,Q96PX1,7.012289047241211,5.2998046875,-47.208,-74.858,-62.427,1629.058,2982.876,2411.094,890.684,1623.125,1318.902,738.374,1359.751,1092.191,0.827317,0.567504,0.725406,True,11.95,4.17,15.17,2.48,2.28,2.77,0.98,1.39,1.24,11.0,14.0,11.0,61.0,122.0,107.0,0.8631,0.7664,0.7778,0.6038,0.0785,0.3025,4.0,17.0,15.0,E3_without_E2_set,0.004588342,nonpair
UB-UBE2Z-SCAF11,UBE2Z,SCAF11,Q9H832,Q99590,7.101045608520508,5.334190845489502,-55.158,-83.587,-70.275,1951.074,3119.687,2690.098,1134.98,1796.597,1485.873,816.094,1323.09,1204.225,0.833042,0.716972,0.80401,True,15.33,22.5,3.72,2.73,4.38,1.54,1.02,1.08,1.02,11.0,15.0,12.0,68.0,118.0,110.0,0.8402,0.6155,0.8848,0.598,0.17,0.2543,4.0,18.0,19.0,E3_without_E2_set,0.0366924,nonpair
UB-UBE2Z-CGRRF1,UBE2Z,CGRRF1,Q9H832,Q99675,6.969558238983154,5.263641834259033,-54.712,-80.603,-63.578,2252.376,3581.714,2453.813,1427.502,2165.657,1337.561,824.874,1416.057,1116.252,0.829696,0.533464,0.681631,True,12.45,5.09,23.31,2.63,2.43,5.73,0.99,1.37,1.45,9.0,13.0,12.0,84.0,139.0,105.0,0.8531,0.748,0.2562,0.606,0.1017,0.2637,7.0,21.0,16.0,E3_without_E2_set,0.008948233,nonpair
UB-UBE2Z-TRIM56,UBE2Z,TRIM56,Q9H832,Q9BRZ2,7.111528396606445,5.420666694641113,-37.925,-68.133,-58.342,1699.512,2820.272,2555.535,923.428,1587.107,1509.664,776.085,1233.165,1045.872,0.823469,0.652608,0.774391,False,15.55,14.59,4.63,3.0,3.06,1.8,1.15,1.14,1.09,9.0,14.0,9.0,67.0,118.0,110.0,0.8064,0.6185,0.8366,0.5825,0.13,0.2111,3.0,13.0,13.0,E3_without_E2_set,0.00985716,nonpair
UB-UBE2Z-TRIM51,UBE2Z,TRIM51,Q9H832,Q9BSJ1,7.045866012573242,5.515538215637207,307.394,255.738,-44.073,2827.16,3580.399,3181.468,1535.912,2012.887,1678.812,1291.248,1567.513,1502.656,0.682195,0.0,0.011528,False,19.41,27.8,28.3,4.95,21.43,20.2,1.81,12.68,10.01,12.0,15.0,15.0,103.0,141.0,119.0,0.4379,0.0114,0.0133,0.4307,0.0827,0.0965,20.0,28.0,26.0,E3_without_E2_set,0.0016915076,nonpair
UB-UBE2Z-TRIM6,UBE2Z,TRIM6,Q9H832,Q9C030,7.113023281097412,5.369115352630615,-45.303,-72.306,-67.111,1789.482,2959.562,2635.559,998.387,1774.808,1534.207,791.095,1184.755,1101.352,0.845348,0.706436,0.796982,False,15.38,5.87,24.5,2.85,2.22,3.14,1.08,1.0,1.04,11.0,15.0,10.0,69.0,119.0,112.0,0.8292,0.7813,0.5772,0.5912,0.2091,0.1837,3.0,13.0,15.0,E3_without_E2_set,0.0027043675,nonpair
UB-UBE2Z-TRIM4,UBE2Z,TRIM4,Q9H832,Q9C037,7.043244361877441,4.9029412269592285,-50.272,-77.564,-71.002,1860.852,2876.881,2656.291,846.366,1547.055,1397.867,1014.486,1329.826,1258.424,0.838992,0.70459,0.801986,True,13.75,17.3,7.86,2.7,2.89,1.95,1.02,1.03,1.06,13.0,17.0,16.0,69.0,115.0,110.0,0.8485,0.7944,0.8392,0.6015,0.2175,0.2726,8.0,13.0,15.0,E3_without_E2_set,0.011988015,nonpair
