PDB_ID,E2_UniProtIDs,E3_UniProtIDs,Ub_UniProtIDs,Number_of_Distinct_Protein_Entities,Resolution_Method,Refinement_Resolution,Release_Date,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,E2_Gene_Names,E3_Gene_Names,ubiquitin_in_structure
6YR5,,O15151,,2.0,X-ray refinement,2.25,4/19/2020,SULFATE ION,"1, 2",1:Homo sapiens,"1:SFN, HME1",1:14-3-3 protein sigma|2:Protein Mdm4,1:P31947|2:O15151,,,MDM4,No
2VYR,,O15151,,2.0,X-ray refinement,2.0,7/28/2008,SULFATE ION,"1, 2",1:HOMO SAPIENS|2:HOMO SAPIENS,,1:MDM4 PROTEIN|2:HUMAN SINGLE DOMAIN ANTIBODY,1:O15151,,,MDM4,No
6YR7,,O15151,,2.0,X-ray refinement,2.105,4/19/2020,"2-[3-(2-HYDROXY-1,1-DIHYDROXYMETHYL-ETHYLAMINO)-PROPYLAMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL","1, 2",1:Homo sapiens,"1:SFN, HME1",1:14-3-3 protein sigma|2:Protein Mdm4,1:P31947|2:O15151,,,MDM4,No
3DAB,,O15151,,2.0,X-ray refinement,1.9,5/29/2008,,"1, 2",1:Homo sapiens,"1:MDM4, MDMX",1:Mdm4 protein|2:Cellular tumor antigen p53,1:O15151|2:P04637,,,MDM4,No
7EL4,,O15151,,1.0,X-ray refinement,2.11,4/8/2021,"1,4,7,10,13,16-HEXAOXACYCLOOCTADECANE,MAGNESIUM ION",1,1:Homo sapiens,"1:MDM4, MDMX","1:Cellular tumor antigen p53,Protein Mdm4","1:P04637,O15151",,,MDM4,No
1C9Q,,P98170,,1.0,,,8/3/1999,ZINC ION,1,1:Homo sapiens,,1:APOPTOSIS INHIBITOR IAP HOMOLOG,1:P98170,,,XIAP,No
8W5A,,P98170,,1.0,X-ray refinement,1.65,8/25/2023,"CALCIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
1F9X,,P98170,,1.0,,,7/11/2000,ZINC ION,1,1:Homo sapiens,,1:INHIBITOR OF APOPTOSIS PROTEIN XIAP,1:P98170,,,XIAP,No
1TFT,,P98170,,1.0,,,5/27/2004,"1-[3,3-DIMETHYL-2-(2-METHYLAMINO-PROPIONYLAMINO)-BUTYRYL]-4-PHENOXY-PYRROLIDINE-2-CARBOXYLIC ACID(1,2,3,4-TETRAHYDRO-NAPHTHALEN-1-YL)-AMIDE,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,,,XIAP,No
1TFQ,,P98170,,1.0,,,5/27/2004,"N-METHYLALANYL-3-METHYLVALYL-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,,,XIAP,No
2JK7,,P98170,,1.0,X-ray refinement,2.82,8/21/2008,"(3S,6S,7Z,10AS)-N-(DIPHENYLMETHYL)-6-{[(2S)-2-(METHYLIDENEAMINO)BUTANOYL]AMINO}-5-OXO-1,2,3,5,6,9,10,10A-OCTAHYDROPYRROLO[1,2-A]AZOCINE-3-CARBOXAMIDE,ZINC ION",1,1:HOMO SAPIENS,,1:BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 4,1:P98170,,,XIAP,No
2ECG,,P98170,,1.0,,,2/13/2007,ZINC ION,1,1:Homo sapiens,1:BIRC4,1:Baculoviral IAP repeat-containing protein 4,1:P98170,,,XIAP,No
2OPY,,P98170,,1.0,X-ray refinement,2.8,1/30/2007,"1-({2-[(1S)-1-AMINOETHYL]-1,3-OXAZOL-4-YL}CARBONYL)-L-PROLYL-L-TRYPTOPHAN,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,,,XIAP,No
2VSL,,P98170,,2.0,X-ray refinement,2.1,4/24/2008,"POLYETHYLENE GLYCOL (N=34),ZINC ION","1, 2",1:HOMO SAPIENS,,1:BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 4|2:PEPTIDE (MAA-LYS-PRO-PHE),1:P98170,1:6.3.2.-,,XIAP,No
2KNA,,P98170,,1.0,,,8/20/2009,,1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
2MWY,,O15151,,2.0,,,12/3/2014,,"1, 2",1:Homo sapiens,"1:MDM4, MDMX",1:Protein Mdm4|2:Cellular tumor antigen p53,1:O15151|2:P04637,,,MDM4,No
2POI,,P98170,,1.0,X-ray refinement,1.8,4/26/2007,ZINC ION,1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,,,XIAP,No
3EYL,,P98170,,1.0,X-ray refinement,3.0,10/21/2008,"(3S,6S,7R,9aS)-6-{[(2S)-2-aminobutanoyl]amino}-7-(2-aminoethyl)-N-(diphenylmethyl)-5-oxooctahydro-1H-pyrrolo[1,2-a]azepine-3-carboxamide,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
2OPZ,,P98170,,2.0,X-ray refinement,3.0,1/30/2007,ZINC ION,"1, 2",1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP","1:Baculoviral IAP repeat-containing protein 4|2:AVPF (Smac homologue, N-terminal tetrapeptide)",1:P98170,,,XIAP,No
4IC3,,P98170,,1.0,X-ray refinement,1.783,12/9/2012,"NICKEL (II) ION,ZINC ION",1,1:Homo sapiens,"1:API3, BIR4, IAP3, XIAP",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
3HL5,,P98170,,1.0,X-ray refinement,1.8,5/26/2009,"(3S)-1-{(2S)-2-cyclohexyl-2-[(N-methyl-L-alanyl)amino]acetyl}-3-methyl-N-(2-pyrimidin-2-ylphenyl)-L-prolinamide,ZINC ION",1,1:Homo sapiens,"1:API3, BIRC4, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
4IC2,,P98170,,1.0,X-ray refinement,2.2,12/9/2012,"NICKEL (II) ION,ZINC ION",1,1:Homo sapiens,"1:API3, BIR4, IAP3, XIAP",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4J44,,P98170,,2.0,X-ray refinement,1.3,2/6/2013,ZINC ION,"1, 2",1:Homo sapiens,"1:API3, BIRC4, IAP3, U32974, XIAP",1:E3 ubiquitin-protein ligase XIAP|2:PEPTIDE (ALA-ILE-ALA-VAL),1:P98170,1:6.3.2.-,,XIAP,No
4J3Y,,P98170,,1.0,X-ray refinement,1.45,2/6/2013,ZINC ION,1,1:Homo sapiens,"1:API3, BIRC4, IAP3, U32974, XIAP",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4J45,,P98170,,2.0,X-ray refinement,1.48,2/6/2013,ZINC ION,"1, 2",1:Homo sapiens,"1:API3, BIRC4, IAP3, U32974, XIAP",1:E3 ubiquitin-protein ligase XIAP|2:PEPTIDE (ALA-THR-ALA-ALA),1:P98170,1:6.3.2.-,,XIAP,No
4J46,,P98170,,2.0,X-ray refinement,1.42,2/6/2013,ZINC ION,"1, 2",1:Homo sapiens,"1:API3, BIRC4, IAP3, U32974, XIAP",1:E3 ubiquitin-protein ligase XIAP|2:PEPTIDE (ALA-VAL-PRO-ILE),1:P98170,1:6.3.2.-,,XIAP,No
4KJV,,P98170,,1.0,X-ray refinement,1.7,5/3/2013,"6-methoxy-5-({(3S)-3-[(N-methyl-L-alanyl)amino]-4-oxo-2',3,3',4,5',6'-hexahydro-5H-spiro[1,5-benzoxazepine-2,4'-pyran]-5-yl}methyl)naphthalene-2-carboxylic acid,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4KJU,,P98170,,1.0,X-ray refinement,1.6,5/3/2013,"N-{(3S)-5-(4-aminobenzoyl)-1-[(2-methoxynaphthalen-1-yl)methyl]-2-oxo-2,3,4,5-tetrahydro-1H-1,5-benzodiazepin-3-yl}-N~2~-methyl-L-alaninamide,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4J47,,P98170,,2.0,X-ray refinement,1.35,2/6/2013,ZINC ION,"1, 2",1:Homo sapiens,"1:API3, BIRC4, IAP3, U32974, XIAP",1:E3 ubiquitin-protein ligase XIAP|2:PEPTIDE (SER-VAL-PRO-ILE),1:P98170,1:6.3.2.-,,XIAP,No
4MTZ,,P98170,,1.0,X-ray refinement,2.1,9/20/2013,"8-({3-[({3-[(4,6,8-trisulfonaphthalen-1-yl)carbamoyl]phenyl}carbamoyl)amino]benzoyl}amino)naphthalene-1,3,5-trisulfonic acid,SULFATE ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4KMP,,P98170,,1.0,X-ray refinement,1.95,5/8/2013,"(2S,2'S)-N,N'-[(6,6'-difluoro-1H,1'H-2,2'-biindole-3,3'-diyl)bis{methanediyl[(2R,4S)-4-hydroxypyrrolidine-2,1-diyl][(2S)-1-oxobutane-1,2-diyl]}]bis[2-(methylamino)propanamide],ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4WVS,,P98170,,2.0,X-ray refinement,2.09,11/7/2014,"GLYCEROL,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3","1:E3 ubiquitin-protein ligase XIAP|2:3,11-DIFLUORO-6,8,13-TRIMETHYL-8H-QUINO[4,3,2-KL]ACRIDIN-13-IUM",1:P98170,1:6.3.2.-,,XIAP,No
4OXC,,P98170,,1.0,X-ray refinement,2.9,2/5/2014,ZINC ION,1,1:Homo sapiens,"1:API3,BIRC4,IAP3,XIAP",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4WVU,,P98170,,2.0,X-ray refinement,2.02,11/7/2014,"GLYCEROL,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3","1:E3 ubiquitin-protein ligase XIAP|2:3,11-DIFLUORO-6,8,13-TRIMETHYL-8H-QUINO[4,3,2-KL]ACRIDIN-13-IUM",1:P98170,1:6.3.2.-,,XIAP,No
5C0L,,P98170,,1.0,X-ray refinement,2.6,6/12/2015,"4-(4-bromo-1H-pyrazol-1-yl)piperidinium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C3H,,P98170,,1.0,X-ray refinement,2.65,6/17/2015,"4-[2-oxo-2-(piperidin-1-yl)ethyl]piperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
4WVT,,P98170,,2.0,X-ray refinement,1.96,11/7/2014,ZINC ION,"1, 2",1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3","1:E3 ubiquitin-protein ligase XIAP|2:3,11-DIFLUORO-6,8,13-TRIMETHYL-8H-QUINO[4,3,2-KL]ACRIDIN-13-IUM",1:P98170,1:6.3.2.-,,XIAP,No
5C0K,,P98170,,1.0,X-ray refinement,2.2,6/12/2015,"(2S)-1-{[(2S)-1-amino-3-methyl-1-oxobutan-2-yl]amino}-1-oxopropan-2-aminium,1,2-ETHANEDIOL,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C7A,,P98170,,1.0,X-ray refinement,2.36,6/24/2015,"(2R)-4-[2-(2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]-2-methylpiperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C7B,,P98170,,1.0,X-ray refinement,2.68,6/24/2015,"(2R)-2-methyl-4-[2-oxo-2-(pyrrolidin-1-yl)ethyl]piperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C3K,,P98170,,1.0,X-ray refinement,2.02,6/17/2015,"(2S)-1-[(6-aminopyridin-2-yl)amino]-1-oxopropan-2-aminium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C7D,,P98170,,1.0,X-ray refinement,2.25,6/24/2015,"(2R)-4-[2-(6-chloro-2,3-dihydro-1H-pyrrolo[3,2-c]pyridin-1-yl)-2-oxoethyl]-2-methylpiperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C7C,,P98170,,1.0,X-ray refinement,2.32,6/24/2015,"(2R)-4-[2-(6-chloro-3,3-dimethyl-2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]-2-methylpiperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C83,,P98170,,1.0,X-ray refinement,2.33,6/25/2015,"(2R,5R)-4-[2-(6-benzyl-3,3-dimethyl-2,3-dihydro-1H-pyrrolo[3,2-c]pyridin-1-yl)-2-oxoethyl]-5-(methoxymethyl)-2-methylpiperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5C84,,P98170,,1.0,X-ray refinement,2.36,6/25/2015,"(2R,5R)-4-[2-(6-chloro-3,3-dimethyl-2,3-dihydro-1H-pyrrolo[3,2-c]pyridin-1-yl)-2-oxoethyl]-5-(methoxymethyl)-2-methylpiperazin-1-ium,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5M6H,,P98170,,1.0,X-ray refinement,2.5,10/25/2016,"1-[3,3-dimethyl-6-(phenylmethyl)-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]-2-[(2~{R},5~{R})-5-methyl-2-morpholin-4-ylcarbonyl-piperazin-4-ium-1-yl]ethanone,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5M6E,,P98170,,1.0,X-ray refinement,2.32,10/25/2016,"1-[3,3-dimethyl-6-(phenylmethyl)-2~{H}-pyrrolo[3,2-c]pyridin-1-yl]-2-[(2~{R},5~{R})-5-methyl-2-[(4-methylpyrazol-1-yl)methyl]piperazin-4-ium-1-yl]ethanone,DIMETHYL SULFOXIDE,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5M6L,,P98170,,1.0,X-ray refinement,2.61,10/25/2016,"1-[6-[(4-fluorophenyl)methyl]-3,3-dimethyl-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]-2-[(2~{R},5~{R})-5-methyl-2-[[(3~{R})-3-methylmorpholin-4-yl]methyl]piperazin-4-ium-1-yl]ethanone,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5M6F,,P98170,,1.0,X-ray refinement,2.39,10/25/2016,"1-[3,3-dimethyl-6-(phenylmethyl)-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]-2-[(2~{R},5~{R})-2-(methoxymethyl)-5-methyl-piperazin-4-ium-1-yl]ethanone,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5M6M,,P98170,,1.0,X-ray refinement,2.37,10/25/2016,"1-[[(2~{R},5~{R})-1-[2-[3,3-dimethyl-6-(phenylmethyl)-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]-2-oxidanylidene-ethyl]-5-methyl-piperazin-4-ium-2-yl]methyl]pyrrolidin-2-one,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
5OQW,,P98170,,1.0,X-ray refinement,2.31,8/14/2017,"1-[6-[(4-fluorophenyl)methyl]-5-(hydroxymethyl)-3,3-dimethyl-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]-2-[(2~{R},5~{R})-5-methyl-2-[[(3~{R})-3-methylmorpholin-4-yl]methyl]piperazin-4-ium-1-yl]ethanone,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
6H6R,,P98170,,1.0,X-ray refinement,2.03,7/30/2018,"2-[[(2~{R},5~{R})-1-[2-[6-[(4-fluorophenyl)methyl]-3,3-dimethyl-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]-2-oxidanylidene-ethyl]-5-methyl-piperazin-2-yl]methyl]-3~{H}-isoindol-1-one,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
6GJW,,P98170,,1.0,X-ray refinement,1.9,5/17/2018,"4-[[3-[[3-[(4,8-disulfonatonaphthalen-1-yl)carbamoyl]phenyl]carbamoylamino]phenyl]carbonylamino]naphthalene-1,5-disulfonate,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
6QCI,,P98170,,1.0,X-ray refinement,2.3,12/28/2018,"DI(HYDROXYETHYL)ETHER,SODIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
8W59,,P98170,,1.0,X-ray refinement,1.339,8/25/2023,"CALCIUM ION,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
6H6Q,,P98170,,1.0,X-ray refinement,2.63,7/30/2018,"2-[(2~{R},5~{R})-2-[[(3~{R},5~{R})-3,5-dimethylmorpholin-4-yl]methyl]-5-methyl-piperazin-1-yl]-1-[6-[(~{S})-(4-fluorophenyl)-oxidanyl-methyl]-3,3-dimethyl-2~{H}-pyrrolo[3,2-b]pyridin-1-yl]ethanone,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
8GH7,,P98170,,2.0,X-ray refinement,1.75,3/9/2023,"2-(2-(2-(2-(2-(2-ETHOXYETHOXY)ETHOXY)ETHOXY)ETHOXY)ETHOXY)ETHANOL,ZINC ION","1, 2",1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP|2:BIR3 inhibitor MAA-CHG-PRO-ZHW,1:P98170,1:2.3.2.27,,XIAP,No
1G3F,,P98170,,2.0,,,10/24/2000,ZINC ION,"1, 2",1:Homo sapiens,,1:INHIBITOR OF APOPTOSIS PROTEIN 3|2:SMAC,1:P98170|2:Q9NR28,,,XIAP,No
2QRA,,P98170,,1.0,X-ray refinement,2.5,7/27/2007,"ETHANOL,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,,,XIAP,No
3CLX,,P98170,,1.0,X-ray refinement,2.7,3/20/2008,"(3S,6S,7S,9aS)-6-{[(2S)-2-aminobutanoyl]amino}-N-(diphenylmethyl)-7-(hydroxymethyl)-5-oxooctahydro-1H-pyrrolo[1,2-a]azepine-3-carboxamide,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
3CM7,,P98170,,1.0,X-ray refinement,3.1,3/21/2008,"(3S,6S,7S,9aS)-6-{[(2S)-2-aminobutanoyl]amino}-N-(diphenylmethyl)-7-(hydroxymethyl)-5-oxooctahydro-1H-pyrrolo[1,2-a]azepine-3-carboxamide,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
1G73,,P98170,,2.0,X-ray refinement,2.0,11/8/2000,ZINC ION,"1, 2",1:Homo sapiens|2:Homo sapiens,1:SMAC,1:SECOND MITOCHONDRIA-DERIVED ACTIVATOR OF CASPASES|2:INHIBITORS OF APOPTOSIS-LIKE PROTEIN ILP,1:Q9NR28|2:P98170,,,XIAP,No
4J48,,P98170,,2.0,X-ray refinement,2.1,2/6/2013,"GLYCEROL,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens,"1:API3, BIRC4, IAP3, U32974, XIAP",1:E3 ubiquitin-protein ligase XIAP|2:PEPTIDE (ALA-MET-ARG-VAL),1:P98170,1:6.3.2.-,,XIAP,No
6EY2,,P98170,,1.0,X-ray refinement,2.7,11/10/2017,"(3~{S},6~{S},7~{S},9~{a}~{S})-~{N}-[(4-~{tert}-butylphenyl)methyl]-7-(hydroxymethyl)-6-[[(2~{S})-2-(methylamino)butanoyl]amino]-5-oxidanylidene-1,2,3,6,7,8,9,9~{a}-octahydropyrrolo[1,2-a]azepine-3-carboxamide,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:2.3.2.27,,XIAP,No
3CM2,,P98170,,1.0,X-ray refinement,2.5,3/20/2008,"(3S,6S,7R,9aS)-6-{[(2S)-2-aminobutanoyl]amino}-7-(aminomethyl)-N-(diphenylmethyl)-5-oxooctahydro-1H-pyrrolo[1,2-a]azepine-3-carboxamide,ZINC ION",1,1:Homo sapiens,"1:BIRC4, API3, IAP3, XIAP",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
1I4O,,P98170,,2.0,X-ray refinement,2.4,2/22/2001,,"1, 2",1:Homo sapiens|2:Homo sapiens,,1:CASPASE-7|2:BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 4,1:P55210|2:P98170,1:3.4.22.-,,XIAP,No
3G76,,P98170,,1.0,X-ray refinement,3.0,2/9/2009,"1,1'-{hexa-2,4-diyne-1,6-diylbis[oxy{(2S,3R)-2-[(N-methyl-L-alanyl)amino]-1-oxobutane-3,1-diyl}(2S)pyrrolidine-1,2-diylmethanediyl]}bis[5-(phenylsulfanyl)-1H-tetrazole],ZINC ION",1,1:Homo sapiens,1:XIAP,1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
1KMC,,P98170,,2.0,X-ray refinement,2.9,12/14/2001,,"1, 2",1:Homo sapiens|2:Homo sapiens,,1:Caspase-7|2:X-LINKED INHIBITOR OF APOPTOSIS PROTEIN,1:P55210|2:P98170,1:3.4.22.-,,XIAP,No
1NW9,,P98170,,2.0,X-ray refinement,2.4,2/5/2003,ZINC ION,"1, 2",1:Homo sapiens|2:Homo sapiens,1:BIRC4 OR API3 OR IAP3 OR XIAP,"1:Baculoviral IAP repeat-containing protein 4|2:caspase 9, apoptosis-related cysteine protease",1:P98170|2:P55211,,,XIAP,No
4HY0,,P98170,,1.0,X-ray refinement,2.84,11/12/2012,"(3S,7R,8aR)-2-{(2S)-2-(4,4-difluorocyclohexyl)-2-[(N-methyl-L-alanyl)amino]acetyl}-N-[(4R)-3,4-dihydro-2H-chromen-4-yl]-7-ethoxyoctahydropyrrolo[1,2-a]pyrazine-3-carboxamide,ZINC ION",1,1:Homo sapiens,"1:API3, BIRC4, IAP3, XIAP",1:E3 ubiquitin-protein ligase XIAP,1:P98170,1:6.3.2.-,,XIAP,No
2POP,,P98170,,2.0,X-ray refinement,3.1,4/27/2007,ZINC ION,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:TAB1, MAP3K7IP1|2:XIAP, API3, BIRC4, IAP3",1:Mitogen-activated protein kinase kinase kinase 7-interacting protein 1|2:Baculoviral IAP repeat-containing protein 4,1:Q15750|2:P98170,2:2.3.2.27,,XIAP,No
4EC4,,P98170,,1.0,X-ray refinement,3.3,3/26/2012,"(3S,6S,7S,9aS,3'S,6'S,7'S,9a'S)-N,N'-(benzene-1,4-diylbis{butane-4,1-diyl-1H-1,2,3-triazole-1,4-diyl[(S)-phenylmethanediyl]})bis[7-(hydroxymethyl)-6-{[(2S)-2-(methylamino)butanoyl]amino}-5-oxooctahydro-1H-pyrrolo[1,2-a]azepine-3-carboxamide],3,6,9,12,15,18-HEXAOXAICOSANE-1,20-DIOL,NONAETHYLENE GLYCOL,ZINC ION",1,1:Homo sapiens,"1:XIAP, API3, BIRC4, IAP3",1:Baculoviral IAP repeat-containing protein 4,1:P98170,1:6.3.2.-,,XIAP,No
1T4E,,Q00987,,1.0,X-ray refinement,2.6,4/29/2004,"(4-CHLOROPHENYL)[3-(4-CHLOROPHENYL)-7-IODO-2,5-DIOXO-1,2,3,5-TETRAHYDRO-4H-1,4-BENZODIAZEPIN-4-YL]ACETIC ACID",1,1:Homo sapiens,1:MDM2,1:Ubiquitin-protein ligase E3 Mdm2,1:Q00987,1:6.3.2.-,,MDM2,No
3UW4,,"Q13490, P98170",,2.0,X-ray refinement,1.79,11/30/2011,ZINC ION,"1, 2",1:Homo sapiens,"1:API1, BIRC2, cIAP1, IAP2, MIHB, RNF48, API3, BIRC4, IAP3, XIAP","1:Baculoviral IAP repeat-containing protein 2, Baculoviral IAP repeat-containing protein 4|2:GDC0152","1:Q13490,P98170",,,"BIRC2,XIAP",No
1T4F,,Q00987,,2.0,X-ray refinement,1.9,4/29/2004,SULFATE ION,"1, 2",1:Homo sapiens,1:MDM2,1:Ubiquitin-protein ligase E3 Mdm2|2:optimized p53 peptide,1:Q00987,1:6.3.2.-,,MDM2,No
