PDB_ID,Entry_ID,Number_of_Distinct_Protein_Entities,Refinement_Resolution,Resolution_Method,Release_Date,E2_UniProtIDs,E2_Gene_Names,E3_UniProtIDs,E3_Gene_Names,ubiquitin_in_structure,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,Polymer_Type
8SN0,8SN0,6,3.2,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,,,"1,2,3,4,5,6,7,8","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L)"
8SN1,8SN1,6,3.3,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,,,"1,2,3,4,5,6,7,8","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L)"
8SN2,8SN2,6,3.6,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,,,"1,2,3,4,5,6,7,8","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L)"
8SN3,8SN3,7,3.8,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SN4,8SN4,7,3.7,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SN5,8SN5,7,3.9,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SN6,8SN6,7,3.7,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SN7,8SN7,7,3.7,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SN8,8SN8,7,3.7,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SN9,8SN9,7,3.9,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SNA,8SNA,7,4.0,EM,2024-01-17,P61077,UBE2D3,Q8IYW5,RNF168,"P0CG47,UBB,Polyubiquitin-B",,"1,2,3,4,5,6,7,8,9","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens","1:H3C1, H3FA, HIST1H3A, H3C2, H3FL, HIST1H3B, H3C3, H3FC HIST1H3C, H3C4, H3FB, HIST1H3D, H3C6, H3FD, HIST1H3E, H3C7, H3FI, HIST1H3F, H3C8, H3FH, HIST1H3G, H3C10, H3FK, HIST1H3H, H3C11, H3FF, HIST1H3I, H3C12, H3FJ, HIST1H3J,2:H4C1, H4/A, H4FA, HIST1H4A, H4C2, H4/I, H4FI, HIST1H4B, H4C3, H4/G, H4FG, HIST1H4C, H4C4, H4/B, H4FB, HIST1H4D, H4C5, H4/J, H4FJ, HIST1H4E, H4C6, H4/C, H4FC, HIST1H4F, H4C8, H4/H, H4FH, HIST1H4H, H4C9, H4/M, H4FM, HIST1H4I, H4C11, H4/E, H4FE, HIST1H4J, H4C12, H4/D, H4FD, HIST1H4K, H4C13, H4/K, H4FK, HIST1H4L, H4C14, H4/N, H4F2, H4FN, HIST2H4, HIST2H4A, H4C15, H4/O, H4FO, HIST2H4B, H4-16, HIST4H4,3:H2AC4, H2AFM, HIST1H2AB, H2AC8, H2AFA, HIST1H2AE,4:H2BC11, H2BFR, HIST1H2BJ,7:RNF168,8:UBE2D3, UBC5C, UBCH5C,9:UBB","1:Histone H3.1,2:Histone H4,3:Histone H2A type 1-B/E,4:Histone H2B type 1-J,5:DNA (147-MER),6:DNA (147-MER),7:E3 ubiquitin-protein ligase RNF168,8:Ubiquitin-conjugating enzyme E2 D3,9:Polyubiquitin-B","1:P68431,2:P62805,3:P04908,4:P06899,7:Q8IYW5,8:P61077,9:P0CG47",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polydeoxyribonucleotide,6:polydeoxyribonucleotide,7:polypeptide(L),8:polypeptide(L),9:polypeptide(L)"
8SUV,8SUV,2,1.63,X-ray,2024-03-20,,,Q9UNE7,STUB1,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:STUB1, CHIP, PP1131","1:E3 ubiquitin-protein ligase CHIP,2:Cysteine-rich hydrophobic domain-containing protein 2","1:Q9UNE7,2:Q9UKJ5",,"1:polypeptide(L),2:polypeptide(L)"
8SV8,8SV8,3,3.38,EM,2023-10-11,O14933,UBE2L6,,,,,"1,2,3","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens","1:UBA7, UBE1L, UBE2,2:ISG15, G1P2, UCRP,3:UBE2L6, UBCH8","1:Ubiquitin-like modifier-activating enzyme 7,2:Ubiquitin-like protein ISG15,3:Ubiquitin/ISG15-conjugating enzyme E2 L6","1:P41226,2:P05161,3:O14933",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L)"
8T0S,8T0S,2,1.95,X-ray,2024-06-05,P60604,UBE2G2,Q9UKV5,AMFR,,,"1,2","1:Homo sapiens,2:Homo sapiens","1:UBE2G2, UBC7","1:Ubiquitin-conjugating enzyme E2 G2,2:E3 ubiquitin-protein ligase AMFR","1:P60604,2:Q9UKV5",,"1:polypeptide(L),2:polypeptide(L)"
8T5P,8T5P,2,2.5,X-ray,2023-11-29,,,Q13114,TRAF3,,,"1,2","1:Homo sapiens,2:Severe acute respiratory syndrome coronavirus 2","1:TRAF3, CAP-1, CRAF1, TRAFAMN","1:TNF receptor-associated factor 3,2:ORF3a protein","1:Q13114,2:P0DTC3",,"1:polypeptide(L),2:polypeptide(L)"
8T5Q,8T5Q,2,1.9,X-ray,2023-11-29,,,Q12933,TRAF2,,,"1,2","1:Homo sapiens,2:Severe acute respiratory syndrome coronavirus 2","1:TRAF2, TRAP3","1:TNF receptor-associated factor 2,2:ORF3a protein","1:Q12933,2:P0DTC3",,"1:polypeptide(L),2:polypeptide(L)"
8TAR,8TAR,17,4.0,EM,2023-09-27,O00762,UBE2C,Q9NYG5,ANAPC11,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17","1:Homo sapiens,2:Homo sapiens,3:Homo sapiens,4:Homo sapiens,5:Homo sapiens,6:Homo sapiens,7:Homo sapiens,8:Homo sapiens,9:Homo sapiens,10:Homo sapiens,11:Homo sapiens,12:Homo sapiens,13:Homo sapiens,14:Homo sapiens,15:Homo sapiens,16:Homo sapiens,17:Homo sapiens","1:ANAPC1,2:CCNB1, CCNB,3:ANAPC11, HSPC214,4:ANAPC15,5:CDC26, ANAPC12, C9orf17,6:ANAPC16, C10orf104, CENP-27,7:ANAPC4, APC4,8:CDC27, ANAPC3, D0S1430E, D17S978E,9:CDC16, ANAPC6,10:ANAPC10, APC10,11:ANAPC13,12:ANAPC2, APC2, KIAA1406,13:ANAPC5, APC5,14:UBE2C,15:FZR1,16:CDC23, ANAPC8,17:ANAPC7, APC7","1:Anaphase-promoting complex subunit 1,2:G2/mitotic-specific cyclin-B1,3:Anaphase-promoting complex subunit 11,4:Anaphase-promoting complex subunit 15,5:Anaphase-promoting complex subunit CDC26,6:Anaphase-promoting complex subunit 16,7:Anaphase-promoting complex subunit 4,8:Cell division cycle protein 27 homolog,9:Cell division cycle protein 16 homolog,10:Anaphase-promoting complex subunit 10,11:Anaphase-promoting complex subunit 13,12:Anaphase-promoting complex subunit 2,13:Anaphase-promoting complex subunit 5,14:Ubiquitin-conjugating enzyme E2 C,15:Fizzy-related protein homolog,16:Cell division cycle protein 23 homolog,17:Anaphase-promoting complex subunit 7","1:Q9H1A4,2:P14635,3:Q9NYG5,4:P60006,5:Q8NHZ8,6:Q96DE5,7:Q9UJX5,8:P30260,9:Q13042,10:Q9UM13,11:Q9BS18,12:Q9UJX6,13:Q9UJX4,14:O00762,15:Q9UM11,16:Q9UJX2,17:Q9UJX3",,"1:polypeptide(L),2:polypeptide(L),3:polypeptide(L),4:polypeptide(L),5:polypeptide(L),6:polypeptide(L),7:polypeptide(L),8:polypeptide(L),9:polypeptide(L),10:polypeptide(L),11:polypeptide(L),12:polypeptide(L),13:polypeptide(L),14:polypeptide(L),15:polypeptide(L),16:polypeptide(L),17:polypeptide(L)"
